Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date,Total Equity Funding Amount,Valuation at IPO
Rachio,https://www.crunchbase.com/organization/rachio,"Natural Resources, Hardware, Consumer Electronics, Real Estate","Denver, Colorado, United States",Rachio is a technology company offering a smart irrigation controller with cloud-based software and web-based dashboards.,5649,http://rachio.com/,Series A,"$7,100,000","$10,500,000",-0.5,11-50,"Smart Home, Water, Consumer Electronics",10/31/2012,Operating,11/25/2015,"$10,500,000",
Branch International,https://www.crunchbase.com/organization/branch-2,"Apps, Software, Financial Services","San Francisco, California, United States",Branch is a new way to access credit over a smartphone in emerging markets.,5650,http://branch.co/,Series A,"$9,200,000","$9,200,000",-0.2,11-50,"Financial Services, Apps",01/01/2015,Operating,03/30/2016,"$9,200,000",
Tribe,https://www.crunchbase.com/organization/tribe-4,"Apps, Media and Entertainment, Information Technology, Software, Internet Services, Video, Messaging and Telecommunications, Mobile","San Francisco, California, United States",Tribe is a creator of client engagement software For high performance teams.,5658,http://tribe.pm/,Seed,"$3,000,000","$3,500,000",-1.2,11-50,"Video, Apps, Mobile Apps, Messaging",01/01/2015,Operating,10/12/2016,"$3,500,000",
Zenoti,https://www.crunchbase.com/organization/managemyspa,"Software, Mobile","Bellevue, Washington, United States","Enterprise, cloud software for wellness & beauty businesses. Clients manage operations & go mobile with Zenoti's all-in-one platform.",5661,http://www.zenoti.com,Series B,"$15,000,000","$21,000,000",-0.2,101-250,"SaaS, Enterprise Software, Mobile, Software",01/01/2010,Operating,08/11/2016,"$21,000,000",
Carbon Health,https://www.crunchbase.com/organization/carbon-health,Health Care,"San Francisco, California, United States",Carbon Health builds the worlds smartest healthcare network that makes comprehensive care available for all.,5665,http://carbonhealth.com,Seed,"$4,200,000","$6,500,000",-1.3,1-10,"Health Care, Medical, Personal Health",07/01/2015,Operating,03/30/2017,"$6,500,000",
Fictiv,https://www.crunchbase.com/organization/fictiv,"Manufacturing, Science and Engineering, Hardware","San Francisco, California, United States",Fictiv’s manufacturing platform is the most efficient way to fabricate parts.,5684,https://www.fictiv.com,Series A,"$10,000,000","$10,000,000",-0.3,11-50,"Manufacturing, Hardware, 3D Printing, Mechanical Engineering",01/01/2013,Operating,08/01/2015,"$10,000,000",
Willing,https://www.crunchbase.com/organization/willing,"Commerce and Shopping, Health Care","Miami, Florida, United States",Willing helps make funeral arrangements easier,5690,http://willing.com/,Series A,"$7,000,000","$7,120,000",-0.3,1-10,"Elder Care, E-Commerce, Funerals",01/01/2014,Operating,11/03/2016,"$7,120,000",
Chatous,https://www.crunchbase.com/organization/chatous,"Media and Entertainment, Information Technology, Internet Services, Messaging and Telecommunications","San Francisco, California, United States","Chatous builds consumer products. Our flagship product is Kiwi, a social q&a app that lets you ask interesting questions to your friends.",5702,http://kiwi.qa,Series A,"$16,000,000","$18,100,000",-1.2,1-10,"Social Media, Internet, Messaging",11/01/2012,Operating,08/12/2015,"$18,100,000",
KnCMiner,https://www.crunchbase.com/organization/kncminer,"Hardware, Software, Payments, Financial Services","Stockholm, Stockholms Lan, Sweden",We bring new Bitcoin miners alive! KnCMiner focuses on producing miners for cryptocurrencies.,5705,http://kncminer.com,Series Unknown,"$3,000,000","$32,000,000",-0.7,11-50,"Hardware, ASIC, Bitcoin",04/01/2013,Operating,01/04/2016,"$32,000,000",
Hightower,https://www.crunchbase.com/organization/hightower,"Apps, Real Estate, Data and Analytics, Software, Mobile","New York, New York, United States",Hightower is the leading commercial leasing management platform that enables brokers and owners to manage their end-to-end leasing workflow.,5714,http://gethightower.com,Angel,,"$21,660,000",-0.7,51-100,"Software, Big Data, Mobile Apps, Analytics, Commercial Real Estate",03/01/2013,Operating,08/20/2015,"$21,660,000",
AOptix Technologies,https://www.crunchbase.com/organization/aoptix-technologies,"Biotechnology, Science and Engineering, Hardware, Data and Analytics, Privacy and Security, Mobile","Campbell, California, United States",AOptix Technologies develops identify verification and wireless communications solutions for the government and commercial markets.,5715,http://www.aoptix.com,Series F,"$19,977,849","$188,722,849",0,51-100,"Security, Telecommunications, Wireless, Biometrics, Biotechnology",01/01/2000,Operating,05/19/2015,"$188,722,849",
Catalia Health,https://www.crunchbase.com/organization/catalia-health,"Science and Engineering, Hardware, Software, Sports, Health Care","San Francisco, California, United States",We create the Mabu personal healthcare companion to help patients with chronic disease and collect data to healthcare providers.,5716,http://cataliahealth.com,Seed,"$2,500,000","$3,750,000",-1.3,11-50,"Health Care, Robotics, Fitness",11/01/2014,Operating,05/01/2017,"$3,750,000",
Famo.us,https://www.crunchbase.com/organization/famo-us,"Platforms, Software, Mobile","San Francisco, California, United States","Famo.us is a free, open source JavaScript framework that enables developers to build beautiful apps with 3D physics-driven animation.",5740,http://www.famous.co,Debt Financing,"$5,000,000","$30,100,000",-0.4,11-50,"iOS, Web Development, Mobile, Android, Software",06/01/2011,Operating,08/13/2014,"$25,100,000",
Knotch,https://www.crunchbase.com/organization/knotch,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Advertising","New City, New York, United States",Knotch provides real-time intelligence on branded content.,5743,https://www.knotch.it/,Series A,"$10,000,000","$13,900,000",-0.8,11-50,"Analytics, Software, Brand Marketing, Digital Media, Advertising, Content",01/01/2013,Operating,09/27/2016,"$13,900,000",
Buddybuild,https://www.crunchbase.com/organization/buddybuild,"Software, Mobile","Vancouver, British Columbia, Canada","A continuous integration, continuous deployment, and user feedback platform for iOS and Android development teams.",5746,https://www.buddybuild.com/,Series A,"$7,600,000","$8,800,000",-0.5,11-50,"Mobile, Software, Developer Tools",01/01/2015,Operating,05/25/2016,"$8,800,000",
Patsnap,https://www.crunchbase.com/organization/patsnap,"Information Technology, Data and Analytics","Singapore, Central Region, Singapore",PatSnap is the leading IP Analytic and Management platform that empowers even non IP-proficient users to gain crucial insights,5749,http://www.patsnap.com,Series C,,"$13,602,902",-0.9,51-100,"Analytics, Information Technology, Information Services",01/01/2007,Operating,11/21/2016,"$13,602,902",
Rumble,https://www.crunchbase.com/organization/rumble,"Gaming, Media and Entertainment, Internet Services","San Mateo, California, United States","Rumble creates and publishes games across a variety of web browsers, mobile devices and social networks.",5752,http://www.rumblegames.com,Series C,"$10,000,000","$45,500,000",-0.7,101-250,"Video Games, Gaming, Social Media",01/01/2011,Operating,08/17/2015,"$45,500,000",
Dealpath,https://www.crunchbase.com/organization/dealpath,"Software, Internet Services","San Francisco, California, United States",Dealpath is the deal management and collaboration platform for commercial real estate investment and development teams.,5756,https://www.dealpath.com/,Series A,"$8,000,000","$8,000,000",-0.5,11-50,"Internet, Software",01/01/2014,Operating,10/05/2016,"$8,000,000",
Evolv Technology,https://www.crunchbase.com/organization/evolv-technologies,"Hardware, Data and Analytics, Software, Government and Military, Administrative Services, Privacy and Security, Artificial Intelligence","Waltham, Massachusetts, United States","Evolv Technology applies sensors, data, and machine learning to detect and prevent a wide set of global threats to people.",5767,http://www.evolvtechnology.com,Series B,"$18,000,000","$29,819,107",-0.4,11-50,"Physical Security, Computer Vision, Machine Learning, Public Safety",08/01/2013,Operating,03/14/2017,"$29,819,107",
"Qualia Labs, Inc",https://www.crunchbase.com/organization/qualia-labs-inc,"Real Estate, Software","San Francisco, California, United States",Qualia is the cloud-based real estate title and closing software that simplifies the closing process.,5768,https://www.qualia.com,Series A,"$7,000,000","$7,000,000",-0.2,51-100,"Enterprise Software, Real Estate",01/01/2015,Operating,09/30/2015,"$7,000,000",
B12,https://www.crunchbase.com/organization/b12io,,"New York, New York, United States",B12’s Human-assisted A.I. approach combined machines and expert designers to build and manage beautiful and professional websites.,5769,https://b12.io,Series A,"$12,400,000","$12,400,000",-0.7,,Small and Medium Businesses,01/01/2015,Operating,07/25/2016,"$12,400,000",
Scaled Inference,https://www.crunchbase.com/organization/scaled-inference,"Science and Engineering, Data and Analytics, Software, Artificial Intelligence","Palo Alto, California, United States",Scaled Inference is a U.S.-based company that operates in stealth mode and offers artificial intelligence as a cloud service.,5777,https://scaledinference.com/,Series A,"$8,000,000","$8,000,000",-0.9,11-50,"Machine Learning, Artificial Intelligence, Software",06/01/2014,Operating,10/01/2014,"$8,000,000",
Invuity,https://www.crunchbase.com/organization/invuity,"Biotechnology, Science and Engineering, Health Care","San Francisco, California, United States",Invuity develops illumination and visualization products for minimally invasive surgical field applications.,5788,http://www.invuity.com,Private Equity,"$20,000,000","$106,999,999",1.8,11-50,"Biotechnology, Health Care, Medical Device",01/01/2004,IPO,02/13/2015,"$106,999,999","$207,000,000"
Xcell Biosciences,https://www.crunchbase.com/organization/xcell-biosciences,"Biotechnology, Science and Engineering, Health Care","San Francisco, California, United States",Building products that enable propagation and gene editing in challenging cell types for clinical research and cell therapy applications,5798,http://www.xcellbio.com,Series A,"$12,000,000","$17,100,000",0.1,11-50,"Biotechnology, Health Diagnostics",01/01/2012,Operating,02/16/2017,"$17,100,000",
Ostendo Technologies,https://www.crunchbase.com/organization/ostendo-technologies,"Hardware, Consumer Electronics, Software","Carlsbad, California, United States","Ostendo Technologies develops solid state lighting based display technologies and products for commercial, consumer, and government markets.",5807,http://ostendo.com/,Convertible Note,"$15,457,104","$85,969,234",-0.1,51-100,"Software, Hardware, Consumer Electronics",01/01/2005,Operating,04/05/2016,"$67,092,259",
Compass Therapeutics,https://www.crunchbase.com/organization/compass-therapeutics,"Biotechnology, Science and Engineering, Health Care","Cambridge, Massachusetts, United States",Compass Therapeutics (formerly known as Kairos Biologics) is an antibody discovery and development company.,5812,http://compasstherapeutics.com/,Series A,"$50,000,000","$71,055,000",-0.1,11-50,"Biopharma, Biotechnology, Therapeutics",01/01/2014,Operating,09/21/2016,"$70,480,000",
Inspirato,https://www.crunchbase.com/organization/inspirato,"Travel and Tourism, Community and Lifestyle","Denver, Colorado, United States","Inspirato is a leading luxury hospitality company that provides its 10,000+ members access to hundreds of curated vacation options.",5829,http://www.inspirato.com,Series C,"$20,000,000","$79,700,000",0.5,251-500,"Lifestyle, Resorts, Travel",01/01/2011,Operating,09/23/2014,"$68,700,000",
Welcome (formerly ChatID),https://www.crunchbase.com/organization/chatid,"Commerce and Shopping, Internet Services, Mobile","New York, New York, United States","Welcome (formerly ChatID) - making expertise available, wherever it is, to consumers, wherever they are. Welcome to the future of shopping",5834,http://welcomecommerce.com,Series B,"$11,200,000","$19,218,000",-0.5,11-50,"Mobile, Retail, Internet",04/01/2011,Operating,08/13/2015,"$19,218,000",
Emerald Therapeutics,https://www.crunchbase.com/organization/emerald-therapeutics,"Biotechnology, Science and Engineering, Health Care","South San Francisco, California, United States",Emerald Therapeutics is building technology platforms to drive the future of biotechnology innovation.,5837,http://www.emeraldtherapeutics.com,Series C,"$20,500,000","$34,000,000",-0.4,11-50,"Medical, Biotechnology, Therapeutics",01/01/2010,Operating,06/01/2015,"$34,000,000",
Shield AI,https://www.crunchbase.com/organization/shield-ai,"Science and Engineering, Hardware, Data and Analytics, Software, Government and Military, Artificial Intelligence","San Diego, California, United States",Our mission is to protect service members and innocent civilians with artificially intelligent systems.,5839,http://www.shield.ai,Series A,"$10,500,000","$13,144,999",-1.2,11-50,"Robotics, Artificial Intelligence, National Security",05/28/2015,Operating,04/03/2017,"$13,144,999",
1Life Healthcare,https://www.crunchbase.com/organization/1life-healthcare,"Health Care, Internet Services","San Francisco, California, United States","1Life Healthcare offers primary care physician services for the employers, providing employee wellness assessment services.",5849,http://www.1life.com,Series Unknown,"$40,499,000","$114,063,000",2.4,251-500,"Internet, Wellness, Health Care",01/01/2002,Operating,04/10/2014,"$114,063,000",
