Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date
Vymo,https://www.crunchbase.com/organization/vymo,"Apps, Information Technology, Data and Analytics, Software, Sales and Marketing, Mobile","Bengaluru, Karnataka, India","Vymo is a mobile-first Personal Sales Assistant. It can predict what a rep should do next and coach him on-the-go to close more, faster.",5395,http://www.getvymo.com,Series A,"$5,000,000","$5,000,000",1.2,11-50,"SaaS, Mobile, Apps, Sales Automation, Analytics",01/01/2013,Operating,11/22/2016
Even Responsible Finance,https://www.crunchbase.com/organization/even-responsible-finance,Financial Services,"Oakland, California, United States","Even is a new kind of financial app that turns variable pay into a steady, reliable income.",5397,https://even.com/,Series Unknown,"$9,000,000","$12,000,000",-0.2,1-10,"Financial Services, Personal Finance, Finance",01/01/2014,Operating,04/12/2016
DisplayLink,https://www.crunchbase.com/organization/displaylink,"Science and Engineering, Hardware, Software","Palo Alto, California, United States",DisplayLink is a hardware and software company specializing in multi-monitor and zero client computing.,5399,http://www.displaylink.com,Series Unknown,"$10,400,000","$86,650,000",3.8,,"Software, Semiconductor, Hardware",01/01/2003,Operating,09/10/2012
imgix,https://www.crunchbase.com/organization/imgix,"Hardware, Software, Internet Services","San Francisco, California, United States",Imgix is a hosted service that provides the simplest way to deliver the highest quality images to users as fast as possible.,5402,https://www.imgix.com,Angel,"$1,500,000","$7,164,000",2.2,11-50,"Internet, Developer Tools, Hardware",05/04/2011,Operating,05/29/2015
Relay Network,https://www.crunchbase.com/organization/relay-network,"Information Technology, Internet Services, Messaging and Telecommunications, Mobile","Radnor, Pennsylvania, United States","Relay Network, the secure messaging company creating valuable and lasting customer relationships",5413,http://www.relaynetwork.com,Series B,"$12,000,000","$28,700,000",-0.2,11-50,"Messaging, SMS, Mobile, Customer Service",09/01/2010,Operating,05/17/2016
Rubrik,https://www.crunchbase.com/organization/rubrik,"Hardware, Information Technology, Software, Internet Services, Privacy and Security","Palo Alto, California, United States",Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT.,5442,http://rubrik.com/,Series D,"$180,000,000","$292,000,000",-2.3,251-500,"Security, Data Center Automation, Cloud Data Services, Cloud Management",01/01/2014,Operating,04/28/2017
Medigo,https://www.crunchbase.com/organization/medigo,"Travel and Tourism, Health Care","Berlin, Berlin, Germany",Medigo is a curated marketplace that simplifies the complex process of booking medical travel.,5452,https://www.medigo.com,Series Unknown,,"$11,826,520",0,51-100,"Medical, Travel, Health Care",11/01/2013,Operating,09/01/2016
Moximed,https://www.crunchbase.com/organization/moximed,"Biotechnology, Science and Engineering, Health Care","Hayward, California, United States",Moximed improves the standard of care for patients with osteoarthritis and investigates therapies to treat affected joints.,5478,http://moximed.com,Series C,"$50,000,000","$143,224,838",-1,11-50,"Health Care, Medical Device, Biotechnology",01/01/2006,Operating,03/16/2017
Mirna Therapeutics,https://www.crunchbase.com/organization/mirna-therapeutics,"Biotechnology, Science and Engineering, Health Care","Austin, Texas, United States",Mirna Therapeutics researches on and develops miRNA-directed human oncology therapies.,5485,http://www.mirnatherapeutics.com,Post-IPO Equity,"$16,800,000","$109,897,000",1.4,1-10,"Therapeutics, Health Care, Biotechnology",01/01/2007,IPO,10/05/2015
Compass Therapeutics,https://www.crunchbase.com/organization/compass-therapeutics,"Biotechnology, Science and Engineering, Health Care","Cambridge, Massachusetts, United States",Compass Therapeutics (formerly known as Kairos Biologics) is an antibody discovery and development company.,5493,http://compasstherapeutics.com/,Series A,"$50,000,000","$71,055,000",-0.1,11-50,"Biotechnology, Therapeutics, Biopharma",01/01/2014,Operating,09/21/2016
Ximalaya,https://www.crunchbase.com/organization/ximalaya,"Media and Entertainment, Music and Audio, Mobile","Shanghai, Shanghai, China",Ximalaya is a service website that enables users to share audio and personal radio stations.,5517,http://ximalaya.com,Series B,"$29,000,000","$40,500,000",-0.2,501-1000,"Audio, Internet Radio, Mobile",08/01/2012,Operating,11/21/2014
WideOrbit,https://www.crunchbase.com/organization/wideorbit,"Software, Sales and Marketing, Advertising","San Francisco, California, United States",WideOrbit provides advertising management software for major media companies.,5527,http://www.wideorbit.com,Secondary Market,,"$34,500,000",-0.6,501-1000,"Enterprise Software, Advertising, Advertising Platforms, Software",07/14/1999,Operating,10/16/2015
AeroFS,https://www.crunchbase.com/organization/aerofs,"Hardware, Consumer Electronics, Software, Internet Services","Palo Alto, California, United States","AeroFS is an enterprise file sync & share solution. We also offer Amium, a cloud-based collaboration platform.",5554,http://www.aerofs.com,Series B,"$10,000,000","$15,500,000",-0.6,11-50,"Cloud Computing, Collaboration, Computer, Enterprise Software",01/01/2010,Operating,07/14/2015
Neoway,https://www.crunchbase.com/organization/neoway,"Information Technology, Data and Analytics","Florianópolis, Santa Catarina, Brazil",Neoway is a service that allows users to analyze data and create data solutions beneficial to them.,5568,http://www.neoway.us,Series B,"$45,000,000","$45,000,000",9.2,251-500,"Big Data, Information Services, Information Technology",01/01/2002,Operating,06/23/2017
Koru,https://www.crunchbase.com/organization/koru,"Information Technology, Education","Seattle, Washington, United States","Koru provides training programs for fresh graduates, guiding and helping them to gain the experiences and skills required for a job.",5582,http://joinkoru.com,Series A,"$8,000,000","$12,570,000",-0.1,11-50,"Education, Training, Information Technology",09/01/2013,Operating,01/29/2015
Accion Systems,https://www.crunchbase.com/organization/accion-systems,"Manufacturing, Science and Engineering, Design","Boston, Massachusetts, United States",Accion Systems is a provider of propulsion systems for satellites based on proprietary technology developed at MIT.,5594,http://www.accion-systems.com,Series A,"$7,500,000","$12,500,000",-0.5,1-10,"Aerospace, Manufacturing, Product Design",01/01/2014,Operating,05/12/2016
Bira 91,https://www.crunchbase.com/organization/bira-91,Food and Beverage,"New Delhi, Delhi, India","BIRA White Ale is a deliciously different wheat beer with low bitterness, a hint of spicy citrus with a soft finish.",5596,http://www.bira91.com/,Series B,"$10,000,000","$16,000,000",1.2,251-500,"Brewing, Food and Beverage, Craft Beer",01/01/2009,Operating,07/21/2016
eASIC,https://www.crunchbase.com/organization/easic,"Manufacturing, Science and Engineering, Hardware, Consumer Electronics","Santa Clara, California, United States","eASIC, a fabless semiconductor company, offers devices reducing the cost and time-to-production ratio of customized semiconductor devices.",5602,http://www.easic.com,Private Equity,"$23,500,000","$139,143,676",0.8,51-100,"Semiconductor, Electronics, Manufacturing",01/01/1999,Operating,09/11/2013
Arctic Wolf Networks,https://www.crunchbase.com/organization/arctic-wolf-networks,"Information Technology, Data and Analytics, Privacy and Security","Sunnyvale, California, United States",Arctic Wolf provides a managed Firebreak 'detection & response' security service acting as an extension of your IT Security team.,5604,http://arcticwolf.com,Series B,"$20,000,000","$27,200,000",0.7,11-50,"Cyber Security, Big Data, Network Security",01/01/2012,Operating,12/12/2012
NeuroPace,https://www.crunchbase.com/organization/neuropace,"Biotechnology, Science and Engineering, Health Care","Mountain View, California, United States",NeuroPace develops and markets implantable devices for the treatment of neurological disorders.,5627,http://www.neuropace.com,Series Unknown,"$18,000,000","$67,000,000",2,51-100,"Neuroscience, Biotechnology, Health Care",01/01/1997,Operating,07/09/2013
AOptix Technologies,https://www.crunchbase.com/organization/aoptix-technologies,"Biotechnology, Science and Engineering, Hardware, Data and Analytics, Privacy and Security, Mobile","Campbell, California, United States",AOptix Technologies develops identify verification and wireless communications solutions for the government and commercial markets.,5638,http://www.aoptix.com,Series F,"$19,977,849","$188,722,849",0.4,51-100,"Biotechnology, Wireless, Security, Telecommunications, Biometrics",01/01/2000,Operating,05/19/2015
Nevro,https://www.crunchbase.com/organization/nevro,"Biotechnology, Science and Engineering, Health Care","Menlo Park, California, United States",Nevro provides pain relief solutions for patients suffering from low back pain and other types of chronic pain.,5640,http://www.nevro.com,Post-IPO Debt,"$172,500,000","$355,750,000",-0.3,51-100,"Health Diagnostics, Biotechnology, Pharmaceutical",01/01/2006,IPO,06/15/2016
Grokker,https://www.crunchbase.com/organization/grokker-inc,"Media and Entertainment, Sports, Health Care, Video","San Jose, California, United States","Grokker is an online/mobile video network of expert-led yoga, meditation, fitness & cooking videos. We help make it easy to Be A Better You.",5642,http://grokker.com,Series B,"$7,000,000","$22,500,000",-0.3,11-50,"Fitness, Health Care, Video",01/01/2012,Operating,11/30/2016
Envoy Global Inc.,https://www.crunchbase.com/organization/visanow,"Hardware, Information Technology, Consumer Electronics, Software","Chicago, Illinois, United States",Envoy helps growing companies with high-volume global immigration needs,5652,http://envoyglobal.com,Series Unknown,"$5,000,000","$27,100,000",0,51-100,"Information Services, Software, Computer",01/01/1998,Operating,11/15/2016
Yunmanman,https://www.crunchbase.com/organization/yunmanman,"Apps, Software, Transportation","Shanghai, Shanghai, China",Yunmanman is a Shanghai-based online logistics firm .,5658,https://www.ymm56.com/,Series D,"$110,000,000","$165,000,000",1,,"Apps, Transportation, Logistics",01/01/2014,Operating,12/12/2016
Koding,https://www.crunchbase.com/organization/koding,"Software, Internet Services","San Francisco, California, United States",Development Environment Automation,5663,https://www.koding.com,Series B,"$10,000,000","$19,250,000",0,11-50,"Cloud Computing, Collaboration, Real Time",07/18/2011,Operating,08/03/2015
Advanced Cardiac Therapeutics,https://www.crunchbase.com/organization/advanced-cardiac-therapeutics,"Biotechnology, Science and Engineering, Health Care","Laguna Beach, California, United States",Advanced Cardiac Therapeutics develops and commercializes microwave radiometry-based products for electrophysiology tests.,5678,http://www.actmed.net,Series Unknown,"$45,000,000","$69,037,000",-0.4,11-50,"Biotechnology, Life Science, Therapeutics",01/01/2007,Operating,05/02/2017
Tarveda Therapeutics,https://www.crunchbase.com/organization/blend-therapeutics,Health Care,"Watertown, Massachusetts, United States",Tarveda Therapeutics takes a novel approach to cancer treatment,5702,http://www.tarveda.com/,Series D,"$30,000,000","$113,801,164",-0.3,11-50,"Medical, Therapeutics, Health Care, Health Diagnostics",01/01/2012,Operating,02/02/2017
Ostendo Technologies,https://www.crunchbase.com/organization/ostendo-technologies,"Hardware, Consumer Electronics, Software","Carlsbad, California, United States","Ostendo Technologies develops solid state lighting based display technologies and products for commercial, consumer, and government markets.",5726,http://ostendo.com/,Debt Financing,"$11,801,975","$85,969,234",1.2,51-100,"Hardware, Consumer Electronics, Software",01/01/2005,Operating,04/05/2016
MySmartPrice,https://www.crunchbase.com/organization/mysmartprice,"Commerce and Shopping, Internet Services","Hyderabad, Andhra Pradesh, India","MySmartPrice is an online research platform that lets users discover products across a wide array of categories that include Mobiles,",5743,http://www.mysmartprice.com,Series B,"$10,000,000","$11,000,000",-1.1,101-250,"E-Commerce, Internet, Shopping, Price Comparison",08/10/2011,Operating,07/13/2015
